name,country,avgTenure,avgAge,percentWomen,cap,industry,industryTenure,industryAge,industryWomen,globalTenure,globalAge,globalWomen,countryTenure,countryAge,countryWomen
"Destination XL Group, Inc.",US,10.9,67.8,10,0.2542,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
HEICO Corporation,US,15.6,67.7,9.1,3.8214,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
BancFirst Corporation,US,13.9,67.7,5.3,0.975,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
TrustCo Bank Corp NY,US,13.7,67.7,0,0.6398,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Pinnacle West Capital Corporation,US,11.7,67.7,10,8.839,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
"ATN International, Inc.",US,10,67.7,14.3,1.3146,Telecommunication Services,6,57.92,19,7.4,60,17,8.247254471,61.43591152,15
"AeroVironment, Inc.",US,8.7,67.7,14.3,0.6453,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Immune Design Corp.,US,4.1,67.7,0,0.1387,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Bed Bath & Beyond Inc.,US,19.8,67.6,20,6.8535,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Independence Holding Company,US,18.1,67.6,0,0.3197,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Old Dominion Freight Line, Inc.",US,15.1,67.6,0,5.4429,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Titan International, Inc.",US,14.3,67.6,0,0.373,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
The Charles Schwab Corporation,US,14.1,67.6,13.3,35.7253,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"HCP, Inc.",US,13,67.6,25,17.4831,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Kadant Inc.,US,12.4,67.6,0,0.5931,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Aetna Inc.,US,11.5,67.6,33.3,41.5917,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Diamond Offshore Drilling, Inc.",US,11.5,67.6,0,3.5445,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Allied Properties Real Estate Investment Trust,Canada,9.9,67.6,12.5,2.3297,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Konica Minolta Inc.,Japan,9.6,67.6,0,3.7837,Information Technology,7.58,59.27,15,7.4,60,17,11.00662252,67.57615894,5
Horsehead Holding Corp.,US,7.6,67.6,0,0.0217,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Marriott Vacations Worldwide Corporation,US,4.5,67.6,12.5,1.9651,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
First Busey Corporation,US,19.7,67.5,8.3,0.8705,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Sanderson Farms, Inc.",US,16.7,67.5,30.8,1.9279,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"MKS INSTRUMENTS, INC.",US,15.4,67.5,25,2.4531,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Oracle Corporation,US,13.9,67.5,16.7,172.2064,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Meridian Bancorp, Inc.",US,12,67.5,18.2,0.8359,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Photo-Me International plc,UK,8.3,67.5,16.7,0.7121,Consumer Discretionary,7.57,59.12,20,7.4,60,17,5.650285094,57.00678794,20
Emergent BioSolutions Inc.,US,7.7,67.5,10,1.2491,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Eversource Energy,US,7.1,67.5,15.4,18.3568,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
"Kinder Morgan, Inc.",US,5.6,67.5,6.7,46.9296,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Meridian Energy Ltd.,New Zealand,4.4,67.5,37.5,7.1705,Utilities,6.4,59.97,21,7.4,60,17,5.64516129,59.12903226,19
"Calavo Growers, Inc.",US,15.9,67.4,7.7,1.1528,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Cardinal Financial Corporation,US,11.4,67.4,18.2,0.7449,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Canadian Apartment Properties REIT,Canada,11.2,67.4,11.1,3.2535,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
Fairfax Financial Holdings Limited,Canada,10.6,67.4,0,12.2741,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
"Marcus & Millichap, Inc.",US,10.4,67.4,14.3,1.0158,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Select Medical Holdings Corporation,US,10.1,67.4,0,1.5015,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"White Mountains Insurance Group, Ltd.",US,9.4,67.4,14.3,4.1337,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"OPKO Health, Inc.",US,8.9,67.4,20,5.4496,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
KLX Inc.,US,1,67.4,0,1.7678,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"IMPAC MORTGAGE HOLDINGS, INC.",US,19.7,67.3,0,0.2099,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Hawaiian Electric Industries, Inc.",US,15.7,67.3,22.2,3.5043,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
First Majestic Silver Corp.,Canada,12.8,67.3,0,2.7194,Materials,6.88,60.08,16,7.4,60,17,7.662806089,60.97683653,17
CoBiz Financial Inc.,US,12.5,67.3,27.3,0.5337,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Cepheid,US,12.2,67.3,11.1,2.3885,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
People's Utah Bancorp,US,11.7,67.3,8.3,0.3166,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
ERIE INDEMNITY COMPANY,US,9.9,67.3,15.4,5.1082,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Cimarex Energy Co.,US,8.9,67.3,10,11.3257,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Everest Re Group, Ltd.",US,8.6,67.3,11.1,7.6109,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
SJW Corp.,US,7.8,67.3,22.2,0.8036,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Hansard Global plc,UK,6.8,67.3,0,0.1916,Financials,7.92,60.71,18,7.4,60,17,5.650285094,57.00678794,20
"Hyster-Yale Materials Handling, Inc.",US,3.8,67.3,10,1.0386,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Culp, Inc.",US,22.2,67.2,0,0.3405,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Great Southern Bancorp, Inc.",US,16.1,67.2,11.1,0.5351,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Universal Health Realty Income Trust,US,15.8,67.2,0,0.7844,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Astec Industries, Inc.",US,13.3,67.2,0,1.3276,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Healthcare Realty Trust Incorporated,US,13.2,67.2,22.2,4.049,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Shree Cement Ltd.,India,12,67.2,9.1,8.1383,Materials,6.88,60.08,16,7.4,60,17,8.233502538,61.66497462,12
TENARIS SA,Luxembourg,11.9,67.2,0,16.8849,Energy,7,60.92,12,7.4,60,17,6.711538462,57.51923077,14
Sysco Corporation,US,10.6,67.2,25,29.3141,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Evercore Partners Inc.,US,6.7,67.2,11.1,1.9677,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Baldwin & Lyons, Inc.",US,19.4,67.1,0,0.3805,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Computer Modelling Group Ltd.,Canada,14.1,67.1,0,0.607,Information Technology,7.58,59.27,15,7.4,60,17,7.662806089,60.97683653,17
Cambrex Corporation,US,13.8,67.1,22.2,1.8464,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Mediaset Espana Comunicacion SA,Spain,12.8,67.1,7.7,3.9252,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.459330144,60.57655502,18
Groupe Eurotunnel SE,France,6.8,67.1,36.4,5.8711,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
"Monro Muffler Brake, Inc.",US,15.8,67,11.1,2.0593,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Maxim Integrated Products, Inc.",US,14.3,67,0,10.7412,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Bird Construction Inc.,Canada,13.9,67,12.5,0.4313,Industrials,7.44,60.22,17,7.4,60,17,7.662806089,60.97683653,17
"FibroGen, Inc.",US,13.6,67,0,1.0704,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Alliance Data Systems Corporation,US,12.6,67,12.5,12.5642,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Community Health Systems, Inc.",US,11,67,11.1,1.4674,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
High Liner Foods Incorporated,Canada,10.2,67,15.4,0.451,Consumer Staples,7.41,59.11,21,7.4,60,17,7.662806089,60.97683653,17
Westlake Chemical Corporation,US,9.8,67,12.5,5.9029,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
Abacus Property Group,Australia,9.3,67,16.7,1.3127,Financials,7.92,60.71,18,7.4,60,17,5.81913775,59.75394322,24
"SciClone Pharmaceuticals, Inc.",US,8.5,67,16.7,0.6633,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Macquarie Infrastructure Corporation,US,8.2,67,16.7,6.1811,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Government Properties Income Trust,US,7,67,20,1.7148,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Uranium Energy Corp.,US,6.2,67,0,0.1092,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
CTS Eventim AG & Co KGAA,Germany,5.3,67,33.3,3.0732,Consumer Discretionary,7.57,59.12,20,7.4,60,17,6.03255814,57.39255814,24
Liberty Broadband Corporation,US,1.8,67,0,11.2323,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Patriot National, Inc.",US,1.5,67,0,0.1983,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Gray Television, Inc.",US,17.4,66.9,37.5,0.8292,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Tiffany & Co.,US,15.1,66.9,20,7.7249,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
IBERIABANK Corporation,US,15.1,66.9,9.1,2.5893,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Lupin Ltd.,India,13.4,66.9,20,11.206,Health Care,7.13,60.28,16,7.4,60,17,8.233502538,61.66497462,12
Unitil Corporation,US,13.4,66.9,18.2,0.6157,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
RioCan Real Estate Investment Trust,Canada,12.3,66.9,33.3,7.2067,Financials,7.92,60.71,18,7.4,60,17,7.662806089,60.97683653,17
"U.S. Physical Therapy, Inc.",US,11.8,66.9,0,0.7584,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Baker Hughes Incorporated,US,10.4,66.9,15.4,20.109,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Haemonetics Corporation,US,9.7,66.9,14.3,1.5298,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Retail Opportunity Investments Corp.,US,7.9,66.9,12.5,2.4479,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Discovery Communications, Inc.",US,7.6,66.9,0,9.9902,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
"Cash America International, Inc.",US,20.9,66.8,0,1.0396,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Oceaneering International, Inc.",US,16.7,66.8,0,3.0291,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Reitmans (Canada) Limited,Canada,16.4,66.8,11.1,0.2056,Consumer Discretionary,7.57,59.12,20,7.4,60,17,7.662806089,60.97683653,17
Cheung Kong Infrastructure Holdings Ltd,Hong Kong,15.9,66.8,25,23.2073,Utilities,6.4,59.97,21,7.4,60,17,9.783838384,61.74949495,13
"UNITED BANKSHARES, INC.",US,15.5,66.8,10,2.7334,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Henry Schein, Inc.",US,13.6,66.8,13.3,14.8195,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Heartland Express, Inc.",US,12.7,66.8,16.7,1.5207,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
ComfortDelGro Corporation Limited,Singapore,12.5,66.8,12.5,4.8092,Industrials,7.44,60.22,17,7.4,60,17,7.856410256,62.14871795,11
Atmos Energy Corporation,US,11.3,66.8,8.3,8.1848,Utilities,6.4,59.97,21,7.4,60,17,8.247254471,61.43591152,15
Seacoast Banking Corporation of Florida,US,11,66.8,23.1,0.6363,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Methode Electronics, Inc.",US,10.6,66.8,11.1,1.2594,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Callaway Golf Company,US,10.3,66.8,11.1,0.9864,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Bellatrix Exploration Ltd.,Canada,9.2,66.8,0,0.2256,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
"Spirit AeroSystems Holdings, Inc.",US,7.1,66.8,11.1,5.7465,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"American Assets Trust, Inc.",US,5,66.8,0,2.0306,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"RE/MAX Holdings, Inc.",US,2.2,66.8,40,0.7477,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Dillard's, Inc.",US,21,66.7,8.3,2.1826,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
NewMarket Corporation,US,18.6,66.7,14.3,5.1098,Materials,6.88,60.08,16,7.4,60,17,8.247254471,61.43591152,15
"Werner Enterprises, Inc.",US,16,66.7,0,1.7658,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"CEVA, Inc.",US,13.7,66.7,0,0.5684,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Dassault Aviation,France,12.7,66.7,30,9.7108,Industrials,7.44,60.22,17,7.4,60,17,6.58443621,56.8279513,38
3D Systems Corporation,US,12,66.7,11.1,1.6482,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"ScanSource, Inc.",US,12,66.7,0,1.0266,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Clayton Williams Energy, Inc.",US,11.9,66.7,0,0.3579,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"STANDARD MOTOR PRODUCTS, INC.",US,11.1,66.7,20,0.953,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Matrix Service Company,US,9.4,66.7,0,0.4775,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Universal Logistics Holdings, Inc.",US,8,66.7,0,0.4217,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Pendrell Corporation,US,7.6,66.7,0,0.1513,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Ring Energy, Inc.",US,2.3,66.7,0,0.3419,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
Henderson Land Development Co. Ltd.,Hong Kong,21.9,66.6,11.1,20.8479,Financials,7.92,60.71,18,7.4,60,17,9.783838384,61.74949495,13
"Total System Services, Inc.",US,18.4,66.6,15.4,10.0528,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"The Ultimate Software Group, Inc.",US,16.9,66.6,0,6.2294,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Monster Beverage Corporation,US,16,66.6,10,32.8117,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Sterling Bancorp,US,13,66.6,6.3,2.2212,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Verint Systems Inc.,US,10.6,66.6,0,2.1029,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Acadia Realty Trust,US,10.3,66.6,25,2.623,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"TreeHouse Foods, Inc.",US,9.6,66.6,12.5,5.7404,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
Guaranty Bancorp,US,8.3,66.6,11.1,0.3608,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Bajaj Auto Ltd.,India,7.2,66.6,6.3,11.6074,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.233502538,61.66497462,12
Capital Bank Financial Corp.,US,5.9,66.6,12.5,1.3004,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Post Holdings, Inc.",US,3.4,66.6,0,5.6226,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"NV5 Global, Inc.",US,2.7,66.6,0,0.3172,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
CorVel Corporation,US,19.3,66.5,16.7,0.9073,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Bio-Rad Laboratories, Inc.",US,14.7,66.5,33.3,4.2245,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
National Research Corporation,US,13.8,66.5,33.3,0.4416,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
"Simon Property Group, Inc.",US,12.1,66.5,18.2,68.9796,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"People's United Financial, Inc.",US,11.4,66.5,16.7,4.8102,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Cohen & Steers, Inc.",US,10.3,66.5,0,1.9943,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
Cubic Corporation,US,10.3,66.5,12.5,1.0953,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
United Technologies Corporation,US,9.2,66.5,15.4,88.2894,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Diebold, Incorporated",US,8.9,66.5,10,1.6919,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
Enbridge Inc.,Canada,8.5,66.5,27.3,38.5458,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
"ZIOPHARM Oncology, Inc.",US,8.3,66.5,0,0.6605,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Union Pacific Corporation,US,8,66.5,9.1,79.0404,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Orion Group Holdings Inc,US,7.7,66.5,0,0.1507,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
Essential Energy Services Ltd.,Canada,5.8,66.5,0,0.0658,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
Deutz AG,Germany,1.8,66.5,8.3,0.4815,Industrials,7.44,60.22,17,7.4,60,17,6.03255814,57.39255814,24
Sanmina Corporation,US,13.3,66.4,11.1,2.1258,Information Technology,7.58,59.27,15,7.4,60,17,8.247254471,61.43591152,15
"Penn National Gaming, Inc.",US,13.1,66.4,25,1.1489,Consumer Discretionary,7.57,59.12,20,7.4,60,17,8.247254471,61.43591152,15
Reliance Industries Ltd.,India,12.6,66.4,7.1,48.8394,Energy,7,60.92,12,7.4,60,17,8.233502538,61.66497462,12
Luminex Corporation,US,12.5,66.4,0,0.9704,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Geospace Technologies Corporation,US,10.8,66.4,11.1,0.2211,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Mueller Industries, Inc.",US,9.7,66.4,0,2.0177,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Gulf Island Fabrication, Inc.",US,9.2,66.4,0,0.1027,Energy,7,60.92,12,7.4,60,17,8.247254471,61.43591152,15
"Acuity Brands, Inc.",US,8.9,66.4,10,11.6485,Industrials,7.44,60.22,17,7.4,60,17,8.247254471,61.43591152,15
"Akorn, Inc.",US,8.9,66.4,25,3.7237,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Farmer Bros. Co.,US,7.9,66.4,28.6,0.5306,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
"Flowers Foods, Inc.",US,7.8,66.4,16.7,3.8864,Consumer Staples,7.41,59.11,21,7.4,60,17,8.247254471,61.43591152,15
XL Group plc,US,6.7,66.4,15.4,9.184,Financials,7.92,60.71,18,7.4,60,17,8.247254471,61.43591152,15
"Cytokinetics, Incorporated",US,5.9,66.4,14.3,0.3919,Health Care,7.13,60.28,16,7.4,60,17,8.247254471,61.43591152,15
Cenovus Energy Inc.,Canada,5.2,66.4,18.2,11.7449,Energy,7,60.92,12,7.4,60,17,7.662806089,60.97683653,17
